107142773	accrue	accroire|accroître	accroître	Si les plafonds fixés dans les perspectives financières demeurent inchangés , les nouveaux besoins de financement liés aux responsabilités nouvelles ne peuvent être satisfaits que par des mesures telles que la mobilisation	accrue	de l’ instrument de flexibilité , sachant que nous émettons des réserves sur cette solution , ou tout simplement en réduisant les ressources affectées aux autres lignes budgétaires .
142615083	accrue	accroire|accroître	accroître	Dans mon pays , certains affirment que nous n’ avons pas besoin d’ une coopération	accrue	au niveau européen , et pourtant , c’ est le contraire qui est vrai .
156244021	accrue	accroire|accroître	accroître	En ce qui concerne la question de M. Mulder sur les perspectives financières et l’ idée de participation	accrue	des États membres à ce processus - la question des déclarations nationales - , je me félicite du changement considéré .
161223721	accrue	accroire|accroître	accroître	Cette ligne de conduite générale souligne sans ambiguïté que la politique sociale devrait être considérée non comme un fardeau , mais comme un facteur de croissance économique , de par son impact positif sur la productivité et la compétitivité , ainsi qu’ en termes de cohésion sociale	accrue	et de meilleur accès aux droits fondamentaux .
182899970	accrue	accroire|accroître	accroître	Il n’ existe pas de solution universelle au problème de la mauvaise efficacité de l’ aide , mais la première chose à faire est de modifier radicalement et rapidement le cadre administratif par une centralisation	accrue	, pour arrêter de perdre du temps et des vies .
225441562	accrue	accroire|accroître	accroître	Nous pouvons apporter les bénéfices du libre-échange à de nombreux citoyens de pays plus pauvres tout en reconnaissant qu’ ils devront régler certains problèmes de transition pour s’ adapter à la concurrence	accrue	.
232565923	accrue	accroire|accroître	accroître	La mise en œuvre du marché unique apparaît aujourd’hui comme l’ une des mesures nécessaires pour surmonter la crise économique et financière et donc promouvoir une compétitivité	accrue	et la pleine intégration de l’ Union européenne .
45261819	accrue	accroire|accroître	accroître	Lundi dernier , dans son plan en huit points , le président Santer a promis une transparence	accrue	au Parlement .
9137018	accrue	accroire|accroître	accroître	Le nouveau gouvernement français veut un pacte de stabilité et de croissance et une banque fédérale capable d’ atteindre les objectifs politiques d’ un niveau d’ emplois élevé et d’ une prospérité	accrue	pour les citoyens européens .
99518586	accrue	accroire|accroître	accroître	Le Conseil a , par la suite , accepté certains amendements déposés par l’ Assemblée , notamment ceux préconisant une participation	accrue	des partenaires sociaux ainsi qu’ une implication accrue des autorités locales et régionales .
206138962	baronne	baron|baronne	baronne	Prenons , par exemple , la candidate de mon propre pays , la	baronne	Ashton .
210833331	baronne	baron|baronne	baronne	C’ est une manière très productive selon moi de chercher une solution commune , et j’ espère que la	baronne	Ashton mettra l’ UE dans une position dans laquelle elle ne doit pas seulement payer , payer et payer encore , mais aussi faire entendre sa voix de temps à autre .
224078834	baronne	baron|baronne	baronne	Enfin , puis -je demander à la	baronne	Ashton si elle va répondre aux nombreuses questions que nous nous posons sur les nouvelles structures des droits de l’ homme au sein du SEAE , vu qu’ elles seront constituées dans un futur très proche ?
228865450	baronne	baron|baronne	baronne	La	baronne	Ashton déclare publiquement que l’ UE a une « vocation démocratique » à écouter les populations demandeuses de changements , et nous sommes les témoins d’ un monde en évolution parce que ce qui se produira dans les pays arabes aura des conséquences sur les questions politiques , sociales et économiques du monde entier .
238502841	baronne	baron|baronne	baronne	Toutefois , comme la	baronne	Ashton l’ a dit le mois dernier après le jugement Khodorkovsky / Lebedev , et comme l’ a conclu à de nombreuses occasions la Cour européenne des droits de l’ homme , le réel progrès nécessite le respect de la démocratie et des droits de l’ homme et un cadre juridique stable et équitable pour les activités commerciales , éléments bien trop souvent absents en Russie .
67575308	baronne	baron|baronne	baronne	Madame la Présidente , je félicite les quatre rapporteurs de leur travail , en particulier la	baronne	Sarah Ludford , pour avoir mené un travail que j’ ai contribué à lancer parmi d’ autres il y a une décennie et demi avec le premier comité d’ enquête sur le racisme et le fascisme en Europe , dont le rapporteur était en fait un député exceptionnel du groupe des démocrates-chrétiens et de Nea Dimokratia , Dimitros Evregenis .
67669067	baronne	baron|baronne	baronne	C’ est pourquoi nous considérons que certaines questions soulevées par la	baronne	Ludford et certains problèmes soulevés par Mme Boumediene-Thiery qui sont très importants doivent être envisagés dans le cadre du règlement sur la protection temporaire et la protection subsidiaire que la Commission prépare activement .
95516859	baronne	baron|baronne	baronne	le rapport A5-0259/2001 de Mme la	baronne	Nicholson of Winterbourne , au nom de la commission des affaires étrangères , des droits de l’ homme , de la sécurité commune et de la politique de défense , sur la demande d’ adhésion de la Roumanie à l’ Union européenne et l’ état d’ avancement des négociations
96272037	baronne	baron|baronne	baronne	La délégation espagnole du PPE - DE a voté en faveur du rapport de la	baronne	Nicholson sur l’ adhésion de la Roumanie à l’ Union européenne à la lumière des explications données par le rapporteur concernant l’ adoption d’ enfants roumains par des familles espagnoles , explications pour lesquelles je la remercie cordialement .
96283531	baronne	baron|baronne	baronne	La	baronne	Nicholson a souligné ces questions dans son excellent rapport et a finalement alerté les autorités roumaines par le biais de ses préoccupations .
107518439	convient	convenir|convier	convenir	Je pense toutefois qu’ il	convient	toutefois de mentionner que l’ agriculture non intensive - et je voudrais vraiment le souligner - , l’ agriculture familiale contribue largement à la préservation d’ espèces végétales et animales tant sauvages que domestiques .
115410624	convient	convenir|convier	convenir	Il	convient	de souligner le fait que l’ Union européenne et les pays européens n’ ont aucun compte à régler avec le peuple irakien .
124649184	convient	convenir|convier	convenir	Monsieur le Président , la BERD travaille avec l’ argent des contribuables , et il	convient	donc d’ établir la transparence sur ses activités .
158673125	convient	convenir|convier	convenir	Malgré tout , il convient de dire que la lettre que vous , Monsieur Barroso , avez écrite en réponse à nos questions n’ apporte absolument aucune précision quant au portefeuille qui a été alloué à M. Orban , et cela démontre que la recherche d’ un portefeuille dans une Commission composée de 27 membres n’ autorise qu’ une interprétation possible , à savoir que cette Commission est formée sur la base du traité de Nice , un traité qui , de l’ avis de ceux qui l’ ont rédigé , ne convenait déjà pas pour 15 États , et ne	convient	donc certainement pas pour 27.
187441451	convient	convenir|convier	convenir	Cependant , il	convient	de veiller à ce que l’ initiative proposée ne se transforme pas , par son propre dynamisme , en une autre institution .
235293832	convient	convenir|convier	convenir	Je pense également que cette nouvelle convention complétée par une recommandation de l’ Organisation internationale du travail pourrait apporter une aide majeure et qu’ il	convient	de l’ adopter , si possible , lors de la centième session de la Conférence internationale du travail .
36924405	convient	convenir|convier	convenir	Il	convient	donc de trouver une méthode qui permette aux États membres de retirer du marché des appareils ne répondant pas aux normes de qualité sans que cela ait une influence sur la compétitivité .
3770740	convient	convenir|convier	convenir	En cas de nécessité , l’ Union pouvait également prévoir une aide d’ urgence , mais à cet égard il	convient	de signaler que l’ Albanie bénéficie depuis 1992 d’ un soutien important , qui représente même , par habitant , le montant le plus élevé de l’ ensemble des pays de l’ Europe centrale et orientale .
65554720	convient	convenir|convier	convenir	En ce qui concerne les vidéoconférences , il	convient	d’ établir une réglementation plus précise de manière à ce que les droits de la défense et les garanties procédurales soient sauvegardés .
82281537	convient	convenir|convier	convier	la participation des enfants aux essais cliniques doit être envisagée avec tout le sérieux qui	convient	car elle constitue une question particulièrement délicate .
32640291	copieuse	copieur|copieux	copieux	En définitive , le rapport demande à la Commission qu’ elle procède à une étude sérieuse et en profondeur de la réalité de l’ industrie communautaire de la conserve , qu’ elle émette des propositions pour un plan d’ action spécifique et global , qu’ elle procède à une analyse de la législation en vigueur -	copieuse	et disperse - et qu’ elle déclare les conserves produits sensibles devant bénéficier de mesures de compensation dans les accords commerciaux .
41365595	copieuse	copieur|copieux	copieux	Une petite aide consentie en faveur de leurs exportations vers l’ UE ne menace pas la part déjà	copieuse	du gâteau que se partagent les producteurs de bananes américains au sein du marché européen et mondial .
167210613	crus	croire|croître	croire	Les Éthiopiens nous ont	crus	et ont voté massivement et dans les règles .
207426679	crus	croire|croître	croire	Nous nous serions presque	crus	dans une course au protectionnisme - une évolution typique , et inquiétante , des années 30.
